Company,Day,Stock Exchange,Total Messages,Negative Messages,Neutral Messages,Positive Messages
Baxter International Inc,2018-02-05,GERMAN STOCK EXCHANGE,34,7,13,14
Corning Inc,2018-02-02,GERMAN STOCK EXCHANGE,34,0,16,18
Intesa Sanpaolo,2018-02-07,GERMAN STOCK EXCHANGE,34,5,17,12
Scotiabank,2018-02-06,GERMAN STOCK EXCHANGE,34,5,15,14
Activision Blizzard,2018-02-04,GERMAN STOCK EXCHANGE,33,3,10,20
Alexion Pharmaceuticals,2018-02-04,GERMAN STOCK EXCHANGE,33,0,21,12
Applied Materials Inc,2018-02-06,GERMAN STOCK EXCHANGE,33,2,4,27
Danaher Corp,2018-02-07,GERMAN STOCK EXCHANGE,33,1,7,25
REC Silicon ASA,2018-02-02,GERMAN STOCK EXCHANGE,33,0,31,2
Teva Pharmaceutical,2018-02-03,GERMAN STOCK EXCHANGE,33,5,17,11
Abbott Laboratories,2018-02-03,GERMAN STOCK EXCHANGE,32,3,7,22
Activision Blizzard,2018-02-02,GERMAN STOCK EXCHANGE,32,2,18,12
Banco Santander SA,2018-02-08,GERMAN STOCK EXCHANGE,32,5,10,17
Deutsche Telekom AG,2018-02-08,GERMAN STOCK EXCHANGE,32,0,22,10
Electronic Arts Inc,2018-02-06,GERMAN STOCK EXCHANGE,32,11,14,7
Fitbit Inc,2018-02-08,GERMAN STOCK EXCHANGE,32,3,4,25
Shire Plc,2018-02-02,GERMAN STOCK EXCHANGE,32,7,11,14
Wirecard AG,2018-02-05,GERMAN STOCK EXCHANGE,32,3,16,13
Fresenius SE & Co KGaA,2018-02-02,GERMAN STOCK EXCHANGE,31,17,6,8
Groupon Inc,2018-02-06,GERMAN STOCK EXCHANGE,31,2,21,8
Intesa Sanpaolo,2018-02-08,GERMAN STOCK EXCHANGE,31,13,8,10
Seagate Technology Plc,2018-02-04,GERMAN STOCK EXCHANGE,31,1,13,17
Wirecard AG,2018-02-08,GERMAN STOCK EXCHANGE,31,2,8,21
AXA,2018-02-07,GERMAN STOCK EXCHANGE,30,7,23,0
Abbott Laboratories,2018-02-04,GERMAN STOCK EXCHANGE,30,7,6,17
Bristol-Myers Squibb Co,2018-02-04,GERMAN STOCK EXCHANGE,30,2,9,19
EQS Group AG,2018-02-07,GERMAN STOCK EXCHANGE,30,3,5,22
Gerresheimer AG,2018-02-05,GERMAN STOCK EXCHANGE,30,20,10,0
HP Enterprise,2018-02-02,GERMAN STOCK EXCHANGE,30,0,8,22
Infineon Technologies AG,2018-02-04,GERMAN STOCK EXCHANGE,30,16,11,3
Lenovo Group Ltd,2018-02-05,GERMAN STOCK EXCHANGE,30,9,6,15
Vertex Pharmaceuticals,2018-02-07,GERMAN STOCK EXCHANGE,30,2,10,18
Western Digital Corp,2018-02-08,GERMAN STOCK EXCHANGE,30,3,9,18
Alnylam Pharmaceuticals,2018-02-05,GERMAN STOCK EXCHANGE,29,0,5,24
BNP Paribas,2018-02-08,GERMAN STOCK EXCHANGE,29,1,12,16
Clovis Oncology,2018-02-02,GERMAN STOCK EXCHANGE,29,1,14,14
Commonwealth Bank,2018-02-04,GERMAN STOCK EXCHANGE,29,8,12,9
Illumina Inc,2018-02-03,GERMAN STOCK EXCHANGE,29,2,13,14
Medtronic Plc,2018-02-05,GERMAN STOCK EXCHANGE,29,0,13,16
Stryker Corp,2018-02-06,GERMAN STOCK EXCHANGE,29,0,9,20
UniCredit SpA,2018-02-07,GERMAN STOCK EXCHANGE,29,10,9,10
Western Digital Corp,2018-02-07,GERMAN STOCK EXCHANGE,29,3,10,16
Applied Materials Inc,2018-02-03,GERMAN STOCK EXCHANGE,28,0,8,20
Baxter International Inc,2018-02-03,GERMAN STOCK EXCHANGE,28,3,10,15
Baxter International Inc,2018-02-06,GERMAN STOCK EXCHANGE,28,5,11,12
ICBC,2018-02-06,GERMAN STOCK EXCHANGE,28,22,4,2
Illumina Inc,2018-02-05,GERMAN STOCK EXCHANGE,28,1,15,12
Jenoptik AG,2018-02-08,GERMAN STOCK EXCHANGE,28,23,3,2
Osram Licht AG,2018-02-08,GERMAN STOCK EXCHANGE,28,3,20,5
Qiagen NV,2018-02-05,GERMAN STOCK EXCHANGE,28,5,14,9
Scotiabank,2018-02-07,GERMAN STOCK EXCHANGE,28,0,17,11
Societe Generale,2018-02-06,GERMAN STOCK EXCHANGE,28,4,12,12
Tableau Software Inc,2018-02-08,GERMAN STOCK EXCHANGE,28,1,11,16
Vertex Pharmaceuticals,2018-02-06,GERMAN STOCK EXCHANGE,28,0,6,22
AXA,2018-02-08,GERMAN STOCK EXCHANGE,27,0,22,5
Bank of Ireland,2018-02-07,GERMAN STOCK EXCHANGE,27,2,23,2
Bristol-Myers Squibb Co,2018-02-03,GERMAN STOCK EXCHANGE,27,1,9,17
Fitbit Inc,2018-02-02,GERMAN STOCK EXCHANGE,27,3,9,15
Illumina Inc,2018-02-04,GERMAN STOCK EXCHANGE,27,5,16,6
Novartis AG,2018-02-04,GERMAN STOCK EXCHANGE,27,3,15,9
Roche Holding AG,2018-02-03,GERMAN STOCK EXCHANGE,27,6,8,13
Seagate Technology Plc,2018-02-08,GERMAN STOCK EXCHANGE,27,0,8,19
BNP Paribas,2018-02-05,GERMAN STOCK EXCHANGE,26,2,10,14
Biogen Inc,2018-02-04,GERMAN STOCK EXCHANGE,26,2,8,16
Check Point Software,2018-02-02,GERMAN STOCK EXCHANGE,26,0,7,19
China Mobile Ltd,2018-02-07,GERMAN STOCK EXCHANGE,26,3,13,10
Diebold Nixdorf Inc,2018-02-02,GERMAN STOCK EXCHANGE,26,6,12,8
GoPro,2018-02-08,GERMAN STOCK EXCHANGE,26,6,4,16
ICBC,2018-02-04,GERMAN STOCK EXCHANGE,26,0,25,1
ING Group,2018-02-02,GERMAN STOCK EXCHANGE,26,0,21,5
Merck KGaA,2018-02-06,GERMAN STOCK EXCHANGE,26,12,3,11
Western Digital Corp,2018-02-03,GERMAN STOCK EXCHANGE,26,0,14,12
Xilinx Inc,2018-02-06,GERMAN STOCK EXCHANGE,26,2,12,12
Bank of Ireland,2018-02-08,GERMAN STOCK EXCHANGE,25,1,19,5
Check Point Software,2018-02-06,GERMAN STOCK EXCHANGE,25,6,9,10
Credit Agricole SA,2018-02-03,GERMAN STOCK EXCHANGE,25,0,25,0
Deutsche Boerse AG,2018-02-05,GERMAN STOCK EXCHANGE,25,1,15,9
Infineon Technologies AG,2018-02-02,GERMAN STOCK EXCHANGE,25,3,11,11
Logitech International SA,2018-02-06,GERMAN STOCK EXCHANGE,25,3,17,5
NXP Semiconductors NV,2018-02-04,GERMAN STOCK EXCHANGE,25,0,13,12
Snap Inc,2018-02-03,GERMAN STOCK EXCHANGE,25,9,9,7
Telecom Italia,2018-02-08,GERMAN STOCK EXCHANGE,25,1,9,15
Telefonica,2018-02-02,GERMAN STOCK EXCHANGE,25,1,10,14
Visa,2018-02-04,GERMAN STOCK EXCHANGE,25,5,13,7
Wirecard AG,2018-02-06,GERMAN STOCK EXCHANGE,25,5,17,3
Alnylam Pharmaceuticals,2018-02-02,GERMAN STOCK EXCHANGE,24,1,6,17
BT Group Plc,2018-02-03,GERMAN STOCK EXCHANGE,24,4,12,8
CGI Group,2018-02-05,GERMAN STOCK EXCHANGE,24,1,12,11
Corning Inc,2018-02-04,GERMAN STOCK EXCHANGE,24,0,8,16
JSC VTB Bank,2018-02-06,GERMAN STOCK EXCHANGE,24,0,23,1
Medtronic Plc,2018-02-02,GERMAN STOCK EXCHANGE,24,1,10,13
Seagate Technology Plc,2018-02-06,GERMAN STOCK EXCHANGE,24,0,14,10
Vertex Pharmaceuticals,2018-02-03,GERMAN STOCK EXCHANGE,24,1,6,17
Western Digital Corp,2018-02-05,GERMAN STOCK EXCHANGE,24,5,7,12
Bayer AG,2018-02-05,GERMAN STOCK EXCHANGE,23,0,7,16
Biogen Inc,2018-02-03,GERMAN STOCK EXCHANGE,23,0,12,11
Deutsche Telekom AG,2018-02-04,GERMAN STOCK EXCHANGE,23,0,10,13
Diebold Nixdorf Inc,2018-02-05,GERMAN STOCK EXCHANGE,23,8,11,4
Illumina Inc,2018-02-07,GERMAN STOCK EXCHANGE,23,1,8,14
Medtronic Plc,2018-02-08,GERMAN STOCK EXCHANGE,23,0,7,16
Sirona Biochem Corp,2018-02-02,GERMAN STOCK EXCHANGE,23,0,22,1
Allianz SE,2018-02-03,GERMAN STOCK EXCHANGE,22,6,9,7
Bank of China Ltd,2018-02-02,GERMAN STOCK EXCHANGE,22,8,11,3
Diebold Nixdorf Inc,2018-02-06,GERMAN STOCK EXCHANGE,22,6,13,3
Fitbit Inc,2018-02-06,GERMAN STOCK EXCHANGE,22,0,4,18
Fresenius SE & Co KGaA,2018-02-07,GERMAN STOCK EXCHANGE,22,2,16,4
Medtronic Plc,2018-02-07,GERMAN STOCK EXCHANGE,22,0,6,16
Micron Technology,2018-02-03,GERMAN STOCK EXCHANGE,22,1,9,12
NXP Semiconductors NV,2018-02-02,GERMAN STOCK EXCHANGE,22,0,8,14
Orange,2018-02-02,GERMAN STOCK EXCHANGE,22,0,8,14
Orange,2018-02-05,GERMAN STOCK EXCHANGE,22,0,7,15
Swiss Re AG,2018-02-06,GERMAN STOCK EXCHANGE,22,5,16,1
AXA,2018-02-02,GERMAN STOCK EXCHANGE,21,7,3,11
AgBank,2018-02-03,GERMAN STOCK EXCHANGE,21,21,0,0
Alnylam Pharmaceuticals,2018-02-04,GERMAN STOCK EXCHANGE,21,1,14,6
Clovis Oncology,2018-02-05,GERMAN STOCK EXCHANGE,21,1,16,4
Clovis Oncology,2018-02-06,GERMAN STOCK EXCHANGE,21,3,4,14
Credit Suisse Group AG,2018-02-04,GERMAN STOCK EXCHANGE,21,7,9,5
Danaher Corp,2018-02-06,GERMAN STOCK EXCHANGE,21,0,6,15
Deutsche Boerse AG,2018-02-08,GERMAN STOCK EXCHANGE,21,0,15,6
First Solar Inc,2018-02-03,GERMAN STOCK EXCHANGE,21,2,9,10
Fitbit Inc,2018-02-04,GERMAN STOCK EXCHANGE,21,1,6,14
Fresenius Medical Care,2018-02-05,GERMAN STOCK EXCHANGE,21,7,0,14
GoPro,2018-02-05,GERMAN STOCK EXCHANGE,21,6,9,6
Groupon Inc,2018-02-07,GERMAN STOCK EXCHANGE,21,2,4,15
LinkedIn Corp,2018-02-05,GERMAN STOCK EXCHANGE,21,2,9,10
Meyer Burger,2018-02-07,GERMAN STOCK EXCHANGE,21,21,0,0
BNP Paribas,2018-02-03,GERMAN STOCK EXCHANGE,20,2,3,15
Bank of China Ltd,2018-02-07,GERMAN STOCK EXCHANGE,20,7,7,6
Bank of Ireland,2018-02-03,GERMAN STOCK EXCHANGE,20,4,10,6
HP Inc,2018-02-03,GERMAN STOCK EXCHANGE,20,2,13,5
LM Ericsson Telephone Co,2018-02-04,GERMAN STOCK EXCHANGE,20,5,5,10
Lenovo Group Ltd,2018-02-03,GERMAN STOCK EXCHANGE,20,9,7,4
Software AG,2018-02-05,GERMAN STOCK EXCHANGE,20,0,13,7
Xing AG,2018-02-07,GERMAN STOCK EXCHANGE,20,0,1,19
China Mobile Ltd,2018-02-06,GERMAN STOCK EXCHANGE,19,1,3,15
China Mobile Ltd,2018-02-08,GERMAN STOCK EXCHANGE,19,6,7,6
Commonwealth Bank,2018-02-03,GERMAN STOCK EXCHANGE,19,0,18,1
EQS Group AG,2018-02-05,GERMAN STOCK EXCHANGE,19,1,13,5
Glu Mobile Inc,2018-02-07,GERMAN STOCK EXCHANGE,19,9,7,3
Medtronic Plc,2018-02-04,GERMAN STOCK EXCHANGE,19,0,3,16
Merck KGaA,2018-02-03,GERMAN STOCK EXCHANGE,19,8,9,2
Nemetschek SE,2018-02-05,GERMAN STOCK EXCHANGE,19,0,1,18
Orange,2018-02-06,GERMAN STOCK EXCHANGE,19,0,13,6
STMicroelectronics NV,2018-02-08,GERMAN STOCK EXCHANGE,19,0,13,6
Shire Plc,2018-02-04,GERMAN STOCK EXCHANGE,19,0,11,8
Swiss Re AG,2018-02-05,GERMAN STOCK EXCHANGE,19,2,16,1
UBS Group AG,2018-02-03,GERMAN STOCK EXCHANGE,19,6,3,10
Xilinx Inc,2018-02-02,GERMAN STOCK EXCHANGE,19,0,8,11
AIG,2018-02-03,GERMAN STOCK EXCHANGE,18,5,7,6
ASML Holding NV,2018-02-02,GERMAN STOCK EXCHANGE,18,0,10,8
ASML Holding NV,2018-02-05,GERMAN STOCK EXCHANGE,18,0,9,9
Alexion Pharmaceuticals,2018-02-02,GERMAN STOCK EXCHANGE,18,0,11,7
BT Group Plc,2018-02-06,GERMAN STOCK EXCHANGE,18,0,5,13
CGI Group,2018-02-04,GERMAN STOCK EXCHANGE,18,0,4,14
Clovis Oncology,2018-02-08,GERMAN STOCK EXCHANGE,18,3,7,8
Deutsche Boerse AG,2018-02-02,GERMAN STOCK EXCHANGE,18,5,5,8
HP Enterprise,2018-02-06,GERMAN STOCK EXCHANGE,18,0,6,12
STMicroelectronics NV,2018-02-03,GERMAN STOCK EXCHANGE,18,0,11,7
Wirecard AG,2018-02-02,GERMAN STOCK EXCHANGE,18,2,11,5
Alexion Pharmaceuticals,2018-02-03,GERMAN STOCK EXCHANGE,17,1,8,8
Aurelius Equity,2018-02-02,GERMAN STOCK EXCHANGE,17,1,0,16
Biotest AG,2018-02-08,GERMAN STOCK EXCHANGE,17,4,10,3
Canadian Solar Inc,2018-02-08,GERMAN STOCK EXCHANGE,17,2,7,8
Corning Inc,2018-02-03,GERMAN STOCK EXCHANGE,17,0,11,6
Corning Inc,2018-02-06,GERMAN STOCK EXCHANGE,17,3,6,8
Dialog Semiconductor Plc,2018-02-05,GERMAN STOCK EXCHANGE,17,0,17,0
Groupon Inc,2018-02-02,GERMAN STOCK EXCHANGE,17,0,8,9
Groupon Inc,2018-02-08,GERMAN STOCK EXCHANGE,17,0,13,4
ING Group,2018-02-03,GERMAN STOCK EXCHANGE,17,1,5,11
Infineon Technologies AG,2018-02-08,GERMAN STOCK EXCHANGE,17,1,7,9
Medtronic Plc,2018-02-06,GERMAN STOCK EXCHANGE,17,0,2,15
Novo Nordisk A/S,2018-02-04,GERMAN STOCK EXCHANGE,17,1,4,12
Osram Licht AG,2018-02-06,GERMAN STOCK EXCHANGE,17,0,11,6
STMicroelectronics NV,2018-02-02,GERMAN STOCK EXCHANGE,17,1,6,10
Software AG,2018-02-04,GERMAN STOCK EXCHANGE,17,0,8,9
SunPower Corp,2018-02-02,GERMAN STOCK EXCHANGE,17,2,8,7
ZTE Corp,2018-02-05,GERMAN STOCK EXCHANGE,17,4,3,10
iRobot Corporation,2018-02-06,GERMAN STOCK EXCHANGE,17,3,8,6
AIG,2018-02-04,GERMAN STOCK EXCHANGE,16,3,4,9
Actelion Ltd,2018-02-06,GERMAN STOCK EXCHANGE,16,9,3,4
Ambarella Inc,2018-02-03,GERMAN STOCK EXCHANGE,16,1,7,8
Bank of Ireland,2018-02-05,GERMAN STOCK EXCHANGE,16,0,15,1
China Construction Bank,2018-02-04,GERMAN STOCK EXCHANGE,16,3,8,5
Coloplast,2018-02-07,GERMAN STOCK EXCHANGE,16,0,5,11
CompuGroup Medical AG,2018-02-05,GERMAN STOCK EXCHANGE,16,0,12,4
Fresenius SE & Co KGaA,2018-02-05,GERMAN STOCK EXCHANGE,16,3,5,8
Glu Mobile Inc,2018-02-04,GERMAN STOCK EXCHANGE,16,0,10,6
HP Enterprise,2018-02-04,GERMAN STOCK EXCHANGE,16,0,7,9
HP Enterprise,2018-02-05,GERMAN STOCK EXCHANGE,16,1,3,12
Micron Technology,2018-02-02,GERMAN STOCK EXCHANGE,16,0,10,6
Micron Technology,2018-02-04,GERMAN STOCK EXCHANGE,16,3,4,9
NXP Semiconductors NV,2018-02-03,GERMAN STOCK EXCHANGE,16,0,3,13
Novo Nordisk A/S,2018-02-03,GERMAN STOCK EXCHANGE,16,2,4,10
Orange,2018-02-07,GERMAN STOCK EXCHANGE,16,0,11,5
Scotiabank,2018-02-03,GERMAN STOCK EXCHANGE,16,0,8,8
Shire Plc,2018-02-03,GERMAN STOCK EXCHANGE,16,3,5,8
Software AG,2018-02-02,GERMAN STOCK EXCHANGE,16,2,7,7
ASML Holding NV,2018-02-03,GERMAN STOCK EXCHANGE,15,0,7,8
Ageas SA/NV,2018-02-05,GERMAN STOCK EXCHANGE,15,2,0,13
Bank of China Ltd,2018-02-08,GERMAN STOCK EXCHANGE,15,13,1,1
Baxter International Inc,2018-02-04,GERMAN STOCK EXCHANGE,15,0,10,5
Canadian Solar Inc,2018-02-03,GERMAN STOCK EXCHANGE,15,1,11,3
Glu Mobile Inc,2018-02-05,GERMAN STOCK EXCHANGE,15,2,10,3
LinkedIn Corp,2018-02-06,GERMAN STOCK EXCHANGE,15,1,5,9
Roche Holding AG,2018-02-04,GERMAN STOCK EXCHANGE,15,1,4,10
Societe Generale,2018-02-07,GERMAN STOCK EXCHANGE,15,0,8,7
Telefonica,2018-02-03,GERMAN STOCK EXCHANGE,15,0,8,7
iRobot Corporation,2018-02-02,GERMAN STOCK EXCHANGE,15,4,6,5
AXA,2018-02-03,GERMAN STOCK EXCHANGE,14,0,4,10
BBVA,2018-02-02,GERMAN STOCK EXCHANGE,14,0,3,11
China Mobile Ltd,2018-02-03,GERMAN STOCK EXCHANGE,14,1,4,9
China Unicom (Hong Kong),2018-02-02,GERMAN STOCK EXCHANGE,14,2,5,7
China Unicom (Hong Kong),2018-02-06,GERMAN STOCK EXCHANGE,14,1,9,4
Clovis Oncology,2018-02-07,GERMAN STOCK EXCHANGE,14,2,7,5
HP Enterprise,2018-02-03,GERMAN STOCK EXCHANGE,14,0,8,6
ICBC,2018-02-07,GERMAN STOCK EXCHANGE,14,9,3,2
ING Group,2018-02-05,GERMAN STOCK EXCHANGE,14,1,5,8
Infineon Technologies AG,2018-02-05,GERMAN STOCK EXCHANGE,14,0,9,5
JinkoSolar,2018-02-03,GERMAN STOCK EXCHANGE,14,0,9,5
LinkedIn Corp,2018-02-04,GERMAN STOCK EXCHANGE,14,4,6,4
Manz AG,2018-02-07,GERMAN STOCK EXCHANGE,14,0,9,5
Orange,2018-02-03,GERMAN STOCK EXCHANGE,14,1,8,5
Siltronic AG,2018-02-02,GERMAN STOCK EXCHANGE,14,0,14,0
Talanx AG,2018-02-07,GERMAN STOCK EXCHANGE,14,2,6,6
Xilinx Inc,2018-02-07,GERMAN STOCK EXCHANGE,14,1,4,9
iRobot Corporation,2018-02-05,GERMAN STOCK EXCHANGE,14,0,5,9
Banco BPM SpA,2018-02-07,GERMAN STOCK EXCHANGE,13,7,0,6
Bayer AG,2018-02-02,GERMAN STOCK EXCHANGE,13,0,6,7
CGI Group,2018-02-07,GERMAN STOCK EXCHANGE,13,0,7,6
Glu Mobile Inc,2018-02-03,GERMAN STOCK EXCHANGE,13,0,1,12
IVU Traffic Technologies,2018-02-05,GERMAN STOCK EXCHANGE,13,0,13,0
JSC VTB Bank,2018-02-07,GERMAN STOCK EXCHANGE,13,0,3,10
Merck KGaA,2018-02-05,GERMAN STOCK EXCHANGE,13,2,5,6
Munich Re,2018-02-05,GERMAN STOCK EXCHANGE,13,1,7,5
Nuance Inc,2018-02-05,GERMAN STOCK EXCHANGE,13,0,8,5
Nuance Inc,2018-02-07,GERMAN STOCK EXCHANGE,13,1,6,6
Solarworld,2018-02-06,GERMAN STOCK EXCHANGE,13,0,6,7
Swiss Re AG,2018-02-02,GERMAN STOCK EXCHANGE,13,0,11,2
Von Roll Holding AG,2018-02-08,GERMAN STOCK EXCHANGE,13,0,11,2
Wirecard AG,2018-02-07,GERMAN STOCK EXCHANGE,13,1,8,4
Xilinx Inc,2018-02-08,GERMAN STOCK EXCHANGE,13,1,4,8
Array BioPharma,2018-02-03,GERMAN STOCK EXCHANGE,12,7,2,3
Array BioPharma,2018-02-05,GERMAN STOCK EXCHANGE,12,0,8,4
Carl Zeiss Meditec AG,2018-02-05,GERMAN STOCK EXCHANGE,12,0,8,4
China Mobile Ltd,2018-02-05,GERMAN STOCK EXCHANGE,12,0,6,6
Diebold Nixdorf Inc,2018-02-03,GERMAN STOCK EXCHANGE,12,4,4,4
Exelixis Inc,2018-02-06,GERMAN STOCK EXCHANGE,12,0,12,0
Exelixis Inc,2018-02-07,GERMAN STOCK EXCHANGE,12,0,9,3
Exelixis Inc,2018-02-08,GERMAN STOCK EXCHANGE,12,0,11,1
Geratherm Medical AG,2018-02-05,GERMAN STOCK EXCHANGE,12,0,9,3
ICBC,2018-02-02,GERMAN STOCK EXCHANGE,12,3,1,8
ING Group,2018-02-06,GERMAN STOCK EXCHANGE,12,0,6,6
Identiv Inc,2018-02-08,GERMAN STOCK EXCHANGE,12,0,1,11
Intesa Sanpaolo,2018-02-02,GERMAN STOCK EXCHANGE,12,1,6,5
JA Solar Holdings Co Ltd,2018-02-04,GERMAN STOCK EXCHANGE,12,0,3,9
JinkoSolar,2018-02-04,GERMAN STOCK EXCHANGE,12,0,9,3
Logitech International SA,2018-02-02,GERMAN STOCK EXCHANGE,12,0,7,5
Nuance Inc,2018-02-03,GERMAN STOCK EXCHANGE,12,0,7,5
Orange,2018-02-04,GERMAN STOCK EXCHANGE,12,0,10,2
Osram Licht AG,2018-02-05,GERMAN STOCK EXCHANGE,12,0,4,8
ProCredit Holding AG & Co,2018-02-02,GERMAN STOCK EXCHANGE,12,0,0,12
Xilinx Inc,2018-02-04,GERMAN STOCK EXCHANGE,12,2,6,4
ASML Holding NV,2018-02-06,GERMAN STOCK EXCHANGE,11,0,2,9
AXA,2018-02-05,GERMAN STOCK EXCHANGE,11,1,8,2
Allianz SE,2018-02-04,GERMAN STOCK EXCHANGE,11,2,8,1
Assicurazioni Generali,2018-02-06,GERMAN STOCK EXCHANGE,11,0,4,7
BBVA,2018-02-05,GERMAN STOCK EXCHANGE,11,0,0,11
CGI Group,2018-02-06,GERMAN STOCK EXCHANGE,11,0,4,7
Canadian Solar Inc,2018-02-04,GERMAN STOCK EXCHANGE,11,0,8,3
Check Point Software,2018-02-04,GERMAN STOCK EXCHANGE,11,0,3,8
China Construction Bank,2018-02-02,GERMAN STOCK EXCHANGE,11,6,4,1
China Unicom (Hong Kong),2018-02-08,GERMAN STOCK EXCHANGE,11,0,7,4
Clovis Oncology,2018-02-03,GERMAN STOCK EXCHANGE,11,0,2,9
Corning Inc,2018-02-05,GERMAN STOCK EXCHANGE,11,0,7,4
Ferratum,2018-02-07,GERMAN STOCK EXCHANGE,11,0,9,2
Fresenius Medical Care,2018-02-04,GERMAN STOCK EXCHANGE,11,0,1,10
Infineon Technologies AG,2018-02-06,GERMAN STOCK EXCHANGE,11,0,8,3
Lion E-Mobility AG,2018-02-07,GERMAN STOCK EXCHANGE,11,11,0,0
Lloyds Banking Group Plc,2018-02-03,GERMAN STOCK EXCHANGE,11,1,8,2
Osram Licht AG,2018-02-02,GERMAN STOCK EXCHANGE,11,0,5,6
